UserID,Product,n
85,CRACKERS/MISC BKD FD,28
85,DELI MEATS,29
85,DEODORANTS,11
85,DINNER MXS:DRY,6
85,DINNER SAUSAGE,10
85,DISHWASH DETERGENTS,3
85,DOG FOODS,9
85,DOMESTIC WINE,2
85,DRIED FRUIT,1
85,DRY BN/VEG/POTATO/RICE,7
85,DRY MIX DESSERTS,9
85,DRY NOODLES/PASTA,11
85,DRY SAUCES/GRAVY,2
85,EGGS,20
85,ELECTRICAL SUPPPLIES,1
85,EYE AND EAR CARE PRODUCTS,2
85,FD WRAPS/BAGS/TRSH BG,4
85,FEMININE HYGIENE,8
85,FLORAL-FOLIAGE PLANTS,1
85,FLORAL-FRESH CUT,1
85,FLUID MILK PRODUCTS,62
85,FROZEN,1
85,FROZEN - BOXED(GROCERY),1
85,FROZEN BREAD/DOUGH,11
85,FROZEN MEAT,13
85,FROZEN PIE/DESSERTS,9
85,FROZEN PIZZA,8
85,FRUIT - SHELF STABLE,5
85,FRZN FRUITS,1
85,FRZN JCE CONC/DRNKS,24
85,FRZN MEAT/MEAT DINNERS,64
85,FRZN NOVELTIES/WTR ICE,2
85,FRZN POTATOES,11
85,FRZN VEGETABLE/VEG DSH,26
85,GRAPES,2
85,GREETING CARDS/WRAP/PARTY SPLY,4
85,HAIR CARE PRODUCTS,12
85,HEAT/SERVE,4
85,HERBS,2
85,HISPANIC,12
85,HOT CEREAL,2
85,HOUSEHOLD CLEANG NEEDS,1
85,ICE CREAM/MILK/SHERBTS,7
85,IMPORTED WINE,6
85,ISOTONIC DRINKS,22
85,J-HOOKS,1
85,JUICE,1
85,KITCHEN GADGETS,2
85,LAUNDRY DETERGENTS,3
85,LAXATIVES,2
85,LUNCHMEAT,5
85,MAKEUP AND TREATMENT,3
85,MARGARINES,16
85,MEAT - MISC,8
85,MEAT - SHELF STABLE,9
85,MILK BY-PRODUCTS,10
85,MISC. DAIRY,4
85,MISCELLANEOUS,3
85,MOLASSES/SYRUP/PANCAKE MIXS,1
85,MUSHROOMS,3
85,NO COMMODITY DESCRIPTION,1
85,NUTS,1
85,OLIVES,4
85,ONIONS,19
85,ORAL HYGIENE PRODUCTS,17
85,ORGANICS FRUIT & VEGETABLES,2
85,PAPER HOUSEWARES,2
85,PAPER TOWELS,3
85,PASTA SAUCE,24
85,PEPPERS-ALL,9
85,PET CARE SUPPLIES,1
85,PICKLE/RELISH/PKLD VEG,9
85,PIES,4
85,PLASTIC HOUSEWARES,3
85,PORK,4
85,POTATOES,18
85,PREPARED FOOD,15
85,PREPARED/PKGD FOODS,1
85,PWDR/CRYSTL DRNK MX,8
85,REFRGRATD DOUGH PRODUCTS,6
85,REFRGRATD JUICES/DRNKS,60
85,REFRIGERATED,9
85,ROLLS,6
85,SALAD BAR,9
85,SALAD MIX,3
85,SALADS/DIPS,10
85,SALD DRSNG/SNDWCH SPRD,24
85,SANDWICHES,9
85,SEAFOOD-FRESH,19
85,SEAFOOD - FROZEN,12
85,SEAFOOD - SHELF STABLE,10
85,SHAVING CARE PRODUCTS,6
85,SHORTENING/OIL,7
85,SMOKED MEATS,1
85,SMOKING CESSATIONS,3
85,SNACK NUTS,3
85,SOAP - LIQUID & BAR,2
85,SOFT DRINKS,82
85,SOUP,28
85,SPICES & EXTRACTS,7
85,SQUASH,1
85,STATIONERY & SCHOOL SUPPLIES,5
85,SUGARS/SWEETNERS,4
85,SYRUPS/TOPPINGS,2
85,TEAS,1
85,TOMATOES,16
85,TROPICAL FRUIT,8
85,TURKEY,5
85,VALUE ADDED FRUIT,4
85,VALUE ADDED VEGETABLES,1
85,VEGETABLES - ALL OTHERS,3
85,VEGETABLES - SHELF STABLE,66
85,VEGETABLES SALAD,14
85,VITAMINS,1
85,WAREHOUSE SNACKS,13
85,WATER - CARBONATED/FLVRD DRINK,2
85,YOGURT,11
86,(CORP USE ONLY),1
86,ANALGESICS,1
86,APPLES,7
86,BACON,10
86,BAG SNACKS,19
86,BAKED BREAD/BUNS/ROLLS,62
86,BAKED SWEET GOODS,8
86,BATH TISSUES,3
86,BATTERIES,2
86,BEANS - CANNED GLASS & MW,31
86,BEEF,18
86,BEERS/ALES,1
86,BLEACH,2
86,BREAKFAST SAUSAGE/SANDWICHES,13
86,BREAKFAST SWEETS,7
86,BROOMS AND MOPS,3
86,CAKES,2
86,CANDLES/ACCESSORIES,1
86,CANDY - CHECKLANE,13
86,CANDY - PACKAGED,6
86,CANNED JUICES,27
86,CARROTS,2
86,CAT FOOD,1
86,CAT LITTER,4
86,CHARCOAL AND LIGHTER FLUID,2
86,CHEESE,12
86,CHEESES,12
86,CHICKEN,3
86,CHICKEN/POULTRY,5
86,CHRISTMAS  SEASONAL,15
86,CITRUS,1
86,COCOA MIXES,11
86,COFFEE,7
86,COFFEE FILTERS,1
86,COLD AND FLU,1
86,COLD CEREAL,16
86,CONDIMENTS/SAUCES,9
86,CONVENIENT BRKFST/WHLSM SNACKS,4
86,COOKIES,1
86,COOKIES/CONES,8
86,CORN,1
86,COUPON/MISC ITEMS,5
86,CRACKERS/MISC BKD FD,18
86,DELI MEATS,13
86,DEODORANTS,1
86,DINNER MXS:DRY,4
86,DINNER SAUSAGE,4
86,DISHWASH DETERGENTS,5
86,DOG FOODS,7
86,DOLLAR VALUE PRODUCTS,1
86,DOMESTIC GOODS,1
86,DRY BN/VEG/POTATO/RICE,4
86,DRY MIX DESSERTS,4
86,DRY NOODLES/PASTA,1
86,DRY SAUCES/GRAVY,9
86,EGGS,6
86,ELECTRICAL SUPPPLIES,1
86,FACIAL TISS/DNR NAPKIN,1
86,FALL AND WINTER SEASONAL,2
86,FD WRAPS/BAGS/TRSH BG,7
86,FEMININE HYGIENE,4
86,FLUID MILK PRODUCTS,31
86,FROZEN,2
86,FROZEN - BOXED(GROCERY),3
86,FROZEN BREAD/DOUGH,3
86,FROZEN MEAT,6
86,FROZEN PIZZA,5
86,FRUIT - SHELF STABLE,12
86,FRZN BREAKFAST FOODS,2
86,FRZN ICE,1
86,FRZN MEAT/MEAT DINNERS,13
86,FRZN NOVELTIES/WTR ICE,5
86,FRZN VEGETABLE/VEG DSH,5
86,GRAPES,5
86,GREETING CARDS/WRAP/PARTY SPLY,6
86,HAIR CARE PRODUCTS,5
86,HALLOWEEN,1
86,HEAT/SERVE,4
86,HISPANIC,5
86,HOSIERY/SOCKS,1
86,HOT CEREAL,2
86,HOT DOGS,6
86,HOUSEHOLD CLEANG NEEDS,9
86,ICE CREAM/MILK/SHERBTS,4
86,J-HOOKS,3
86,KITCHEN GADGETS,1
86,LAUNDRY ADDITIVES,2
86,LAUNDRY DETERGENTS,3
86,LAXATIVES,1
86,LUNCHMEAT,11
86,MAKEUP AND TREATMENT,1
86,MARGARINES,2
86,MEAT - SHELF STABLE,17
86,MELONS,1
86,MILK BY-PRODUCTS,6
86,MISC. DAIRY,13
86,NEWSPAPER,6
86,ONIONS,11
86,ORAL HYGIENE PRODUCTS,2
86,ORGANICS FRUIT & VEGETABLES,3
86,PAPER HOUSEWARES,2
86,PAPER TOWELS,6
86,PASTA SAUCE,2
86,PEPPERS-ALL,2
86,PET CARE SUPPLIES,4
86,PICKLE/RELISH/PKLD VEG,3
86,PIES,6
86,PNT BTR/JELLY/JAMS,15
86,POPCORN,3
86,PORK,5
86,POTATOES,6
86,PREPARED FOOD,4
86,PROCESSED,15
86,PWDR/CRYSTL DRNK MX,7
86,REFRGRATD DOUGH PRODUCTS,4
86,REFRGRATD JUICES/DRNKS,15
86,ROLLS,1
86,SALAD BAR,19
86,SALAD MIX,5
86,SALADS/DIPS,4
86,SALD DRSNG/SNDWCH SPRD,7
86,SANDWICHES,3
86,SEAFOOD-FRESH,1
86,SEAFOOD - FROZEN,7
86,SEAFOOD - MISC,2
86,SERVICE BEVERAGE,1
86,SHORTENING/OIL,2
86,SMOKED MEATS,5
86,SOAP - LIQUID & BAR,7
86,SOFT DRINKS,70
86,SOUP,42
86,SPICES & EXTRACTS,4
86,SPORTS MEMORABLILIA,1
86,STONE FRUIT,1
86,SUGARS/SWEETNERS,1
86,SWEET GOODS & SNACKS,3
86,SYRUPS/TOPPINGS,1
86,TEAS,1
86,TICKETS,1
86,TOMATOES,11
86,TOYS AND GAMES,1
86,TROPICAL FRUIT,18
86,TURKEY,2
86,UNKNOWN,2
86,VALUE ADDED FRUIT,6
86,VALUE ADDED VEGETABLES,3
86,VEGETABLES - ALL OTHERS,2
86,VEGETABLES - SHELF STABLE,33
86,VEGETABLES SALAD,2
86,VITAMINS,2
86,WAREHOUSE SNACKS,4
86,WATER - CARBONATED/FLVRD DRINK,21
86,YOGURT,4
97,ANALGESICS,3
97,ANTACIDS,1
97,APPLES,3
97,AUTOMOTIVE PRODUCTS,1
97,BACON,18
97,BAG SNACKS,32
97,BAKED BREAD/BUNS/ROLLS,86
97,BAKED SWEET GOODS,37
97,BAKING MIXES,13
97,BAKING NEEDS,8
97,BATH TISSUES,7
97,BEANS - CANNED GLASS & MW,18
97,BEEF,66
97,BEERS/ALES,18
97,BERRIES,2
97,BOOKSTORE,1
97,BREAKFAST SAUSAGE/SANDWICHES,21
97,BREAKFAST SWEETS,1
97,BUTTER,8
97,CAKES,2
97,CANDY - CHECKLANE,6
97,CANNED JUICES,6
97,CARROTS,4
97,CHARCOAL AND LIGHTER FLUID,2
97,CHEESE,76
97,CHEESES,5
97,CHICKEN,6
97,CHRISTMAS  SEASONAL,1
97,CIGARETTES,36
97,COCOA MIXES,6
97,COFFEE,13
97,COLD AND FLU,1
97,COLD CEREAL,21
97,CONDIMENTS/SAUCES,13
97,CONVENIENT BRKFST/WHLSM SNACKS,22
97,COOKIES/CONES,2
97,CORN,3
97,COUPON/MISC ITEMS,46
97,CRACKERS/MISC BKD FD,31
97,DELI MEATS,24
97,DEODORANTS,1
97,DINNER MXS:DRY,51
97,DINNER SAUSAGE,1
97,DISHWASH DETERGENTS,3
97,DISPOSIBLE FOILWARE,1
97,DRY BN/VEG/POTATO/RICE,21
97,DRY MIX DESSERTS,3
97,DRY NOODLES/PASTA,18
97,DRY SAUCES/GRAVY,15
97,EGGS,31
97,ELECTRICAL SUPPPLIES,1
97,FD WRAPS/BAGS/TRSH BG,5
97,FEMININE HYGIENE,1
97,FLORAL-ACCESSORIES,1
97,FLORAL-FOLIAGE PLANTS,1
97,FLORAL-FRESH CUT,2
97,FLORAL BALLOONS,1
97,FLOUR & MEALS,3
97,FLUID MILK PRODUCTS,76
97,FROZEN BREAD/DOUGH,11
97,FROZEN MEAT,4
97,FROZEN PIE/DESSERTS,3
97,FROZEN PIZZA,51
97,FRUIT - SHELF STABLE,5
97,FRZN BREAKFAST FOODS,15
97,FRZN NOVELTIES/WTR ICE,4
97,FRZN POTATOES,13
97,FRZN VEGETABLE/VEG DSH,24
97,FUEL,1
97,GLASSES/VISION AIDS,1
97,GRAPES,2
97,GREETING CARDS/WRAP/PARTY SPLY,6
97,HAIR CARE PRODUCTS,3
97,HEAT/SERVE,3
97,HISPANIC,20
97,HOT CEREAL,6
97,HOT DOGS,7
97,ICE CREAM/MILK/SHERBTS,43
97,KITCHEN GADGETS,2
97,LAUNDRY ADDITIVES,1
97,LAUNDRY DETERGENTS,3
97,LUNCHMEAT,25
97,MAGAZINE,3
97,MARGARINES,17
97,MEAT - MISC,2
97,MEAT - SHELF STABLE,16
97,MELONS,3
97,MILK BY-PRODUCTS,20
97,MISC WINE,1
97,MISC. DAIRY,3
97,MOLASSES/SYRUP/PANCAKE MIXS,7
97,MUSHROOMS,2
97,NO COMMODITY DESCRIPTION,1
97,NUTS,1
97,OLIVES,3
97,ONIONS,24
97,ORAL HYGIENE PRODUCTS,5
97,ORGANICS FRUIT & VEGETABLES,1
97,PAPER HOUSEWARES,1
97,PAPER TOWELS,9
97,PARTY TRAYS,1
97,PASTA SAUCE,24
97,PEPPERS-ALL,10
97,PICKLE/RELISH/PKLD VEG,6
97,PNT BTR/JELLY/JAMS,17
97,POPCORN,1
97,PORK,9
97,POTATOES,8
97,PREPARED FOOD,1
97,PROCESSED,1
97,PWDR/CRYSTL DRNK MX,1
97,REFRGRATD DOUGH PRODUCTS,14
97,REFRGRATD JUICES/DRNKS,37
97,ROLLS,5
97,SALAD MIX,7
97,SALD DRSNG/SNDWCH SPRD,26
97,SEAFOOD-FRESH,1
97,SEAFOOD - FROZEN,1
97,SEAFOOD - SHELF STABLE,33
97,SHORTENING/OIL,2
97,SMOKED MEATS,7
97,SNACK NUTS,3
97,SOAP - LIQUID & BAR,2
97,SOFT DRINKS,69
97,SOUP,57
97,SPICES & EXTRACTS,11
97,SQUASH,1
97,STONE FRUIT,1
97,SUGARS/SWEETNERS,6
97,SWEET GOODS & SNACKS,1
97,TOMATOES,17
97,TROPICAL FRUIT,21
97,TURKEY,2
97,VALUE ADDED FRUIT,1
97,VEGETABLES - ALL OTHERS,12
97,VEGETABLES - SHELF STABLE,32
97,VEGETABLES SALAD,16
97,WATER - CARBONATED/FLVRD DRINK,8
97,YOGURT,67
98,ADULT INCONTINENCE,2
98,AIR CARE,1
98,ANALGESICS,1
98,ANTACIDS,2
98,APPLES,4
98,BACON,7
98,BAG SNACKS,111
98,BAKED BREAD/BUNS/ROLLS,36
98,BAKED SWEET GOODS,56
98,BAKING MIXES,2
98,BAKING NEEDS,2
98,BATH TISSUES,26
98,BATTERIES,2
98,BEANS - CANNED GLASS & MW,6
98,BEEF,6
98,BEERS/ALES,1
98,BLEACH,1
98,BOOKSTORE,1
98,BREAKFAST SAUSAGE/SANDWICHES,7
98,BROOMS AND MOPS,1
98,BUTTER,1
98,CANDY - CHECKLANE,107
98,CANDY - PACKAGED,22
98,CANNED JUICES,29
98,CEREAL/BREAKFAST,1
98,CHEESE,10
98,CHEESES,3
98,CHICKEN,12
98,CHICKEN/POULTRY,1
98,CITRUS,2
98,COFFEE,1
98,COLD AND FLU,2
98,COLD CEREAL,16
98,CONDIMENTS/SAUCES,3
98,CONVENIENT BRKFST/WHLSM SNACKS,17
98,COOKIES/CONES,21
98,COUPON/MISC ITEMS,4
98,COUPONS/STORE & MFG,1
98,CRACKERS/MISC BKD FD,6
98,DELI MEATS,2
98,DIAPERS & DISPOSABLES,1
98,DINNER MXS:DRY,9
98,DINNER SAUSAGE,7
98,DISHWASH DETERGENTS,4
98,DISPOSIBLE FOILWARE,4
98,DOLLAR VALUE PRODUCTS,1
98,DRIED FRUIT,2
98,DRY BN/VEG/POTATO/RICE,26
98,DRY NOODLES/PASTA,9
98,DRY SAUCES/GRAVY,4
98,EGGS,12
98,ELECTRICAL SUPPPLIES,3
98,ETHNIC PERSONAL CARE,2
98,FACIAL TISS/DNR NAPKIN,2
98,FD WRAPS/BAGS/TRSH BG,4
98,FEMININE HYGIENE,2
98,FIRST AID PRODUCTS,1
98,FLOUR & MEALS,2
98,FLUID MILK PRODUCTS,23
98,FOOT CARE PRODUCTS,1
98,FROZEN,1
98,FROZEN MEAT,1
98,FROZEN PIE/DESSERTS,3
98,FROZEN PIZZA,10
98,FRUIT - SHELF STABLE,5
98,FRZN BREAKFAST FOODS,13
98,FRZN ICE,1
98,FRZN MEAT/MEAT DINNERS,167
98,FRZN NOVELTIES/WTR ICE,7
98,FRZN POTATOES,9
98,FRZN VEGETABLE/VEG DSH,17
98,GRAPES,6
98,GREETING CARDS/WRAP/PARTY SPLY,1
98,HAIR CARE ACCESSORIES,1
98,HEAT/SERVE,1
98,HISPANIC,1
98,HOSIERY/SOCKS,3
98,HOT CEREAL,3
98,HOT DOGS,3
98,HOUSEHOLD CLEANG NEEDS,3
98,ICE CREAM/MILK/SHERBTS,8
98,ISOTONIC DRINKS,2
98,LAUNDRY ADDITIVES,5
98,LAUNDRY DETERGENTS,4
98,LAXATIVES,1
98,LUNCHMEAT,17
98,MAGAZINE,3
98,MARGARINES,8
98,MEAT - MISC,1
98,MEAT - SHELF STABLE,2
98,MISC. DAIRY,1
98,MOLASSES/SYRUP/PANCAKE MIXS,2
98,NO COMMODITY DESCRIPTION,1
98,NON-DAIRY BEVERAGES,5
98,ONIONS,2
98,ORAL HYGIENE PRODUCTS,1
98,PAPER HOUSEWARES,16
98,PAPER TOWELS,8
98,PASTA SAUCE,5
98,PIES,1
98,PLASTIC HOUSEWARES,1
98,POPCORN,10
98,PORK,13
98,POTATOES,4
98,PREPAID WIRELESS&ACCESSORIES,1
98,PREPARED FOOD,1
98,PWDR/CRYSTL DRNK MX,5
98,REFRGRATD DOUGH PRODUCTS,9
98,REFRGRATD JUICES/DRNKS,39
98,REFRIGERATED,3
98,RICE CAKES,1
98,SALAD MIX,1
98,SALD DRSNG/SNDWCH SPRD,7
98,SEAFOOD - FROZEN,1
98,SEAFOOD - SHELF STABLE,11
98,SHORTENING/OIL,9
98,SINUS AND ALLERGY,2
98,SMOKED MEATS,1
98,SNACK NUTS,1
98,SOAP - LIQUID & BAR,7
98,SOFT DRINKS,41
98,SOUP,25
98,SPICES & EXTRACTS,4
98,SPRING/SUMMER SEASONAL,2
98,STATIONERY & SCHOOL SUPPLIES,10
98,STONE FRUIT,2
98,SUGARS/SWEETNERS,4
98,TOMATOES,8
98,TROPICAL FRUIT,8
98,TURKEY,5
98,VEGETABLES - ALL OTHERS,2
98,VEGETABLES - SHELF STABLE,10
98,VEGETABLES SALAD,13
98,WAREHOUSE SNACKS,9
98,WATER - CARBONATED/FLVRD DRINK,65
98,YOGURT,1
101,ANTACIDS,1
101,BACON,2
101,BAG SNACKS,45
101,BAKED BREAD/BUNS/ROLLS,29
101,BAKED SWEET GOODS,2
101,BAKING MIXES,2
101,BAKING NEEDS,1
101,BATH TISSUES,1
101,BATTERIES,1
101,BEANS - CANNED GLASS & MW,5
101,BEEF,17
101,BEERS/ALES,2
101,BREAKFAST SAUSAGE/SANDWICHES,10
101,BREAKFAST SWEETS,42
101,CANDY - CHECKLANE,2
101,CANDY - PACKAGED,8
101,CANNED JUICES,54
101,CARROTS,3
101,CHARCOAL AND LIGHTER FLUID,2
101,CHEESE,28
101,CHEESES,1
101,CHICKEN,12
101,CHRISTMAS  SEASONAL,1
101,CIGARETTES,1
101,CITRUS,1
101,COLD CEREAL,10
101,CONDIMENTS/SAUCES,16
101,CONTINUITIES,1
101,COOKIES,2
101,COOKIES/CONES,4
101,CORN,1
101,COUPON/MISC ITEMS,45
101,COUPONS/STORE & MFG,2
101,CRACKERS/MISC BKD FD,12
101,DELI MEATS,3
101,DEODORANTS,5
101,DIAPERS & DISPOSABLES,1
101,DINNER MXS:DRY,21
101,DINNER SAUSAGE,12
101,DOMESTIC WINE,1
101,DRY BN/VEG/POTATO/RICE,9
101,DRY MIX DESSERTS,2
101,DRY NOODLES/PASTA,1
101,DRY SAUCES/GRAVY,19
101,EGGS,6
101,FD WRAPS/BAGS/TRSH BG,5
101,FILM AND CAMERA PRODUCTS,1
101,FIREWORKS,2
101,FLORAL- HARD GOODS,3
101,FLUID MILK PRODUCTS,72
101,FROZEN BREAD/DOUGH,4
101,FROZEN MEAT,9
101,FROZEN PIE/DESSERTS,5
101,FROZEN PIZZA,27
101,FRUIT - SHELF STABLE,11
101,FRZN BREAKFAST FOODS,1
101,FRZN FRUITS,19
101,FRZN ICE,2
101,FRZN MEAT/MEAT DINNERS,7
101,FRZN NOVELTIES/WTR ICE,26
101,FRZN POTATOES,10
101,FRZN VEGETABLE/VEG DSH,26
101,FUEL,33
101,GRAPES,1
101,HEAT/SERVE,1
101,HISPANIC,3
101,HOT CEREAL,1
101,HOT DOGS,6
101,HOUSEHOLD CLEANG NEEDS,1
101,ICE CREAM/MILK/SHERBTS,26
101,ISOTONIC DRINKS,6
101,LAUNDRY DETERGENTS,2
101,LIQUOR,11
101,LUNCHMEAT,17
101,MAGAZINE,1
101,MARGARINES,8
101,MEAT - MISC,8
101,MEAT - SHELF STABLE,22
101,MILK BY-PRODUCTS,18
101,MISC WINE,1
101,MISC. DAIRY,1
101,MISCELLANEOUS,2
101,ONIONS,6
101,PAPER HOUSEWARES,3
101,PARTY TRAYS,2
101,PASTA SAUCE,4
101,PICKLE/RELISH/PKLD VEG,2
101,PLASTIC HOUSEWARES,1
101,PORK,16
101,POTATOES,18
101,PREPARED FOOD,1
101,PWDR/CRYSTL DRNK MX,2
101,REFRGRATD DOUGH PRODUCTS,8
101,REFRGRATD JUICES/DRNKS,22
101,ROLLS,2
101,SALAD MIX,1
101,SALADS/DIPS,5
101,SALD DRSNG/SNDWCH SPRD,4
101,SEAFOOD-FRESH,1
101,SEAFOOD - FROZEN,2
101,SEAFOOD - SHELF STABLE,3
101,SHAVING CARE PRODUCTS,14
101,SHORTENING/OIL,4
101,SMOKED MEATS,10
101,SNACK NUTS,1
101,SOFT DRINKS,79
101,SOUP,27
101,SPICES & EXTRACTS,4
101,SPRING/SUMMER SEASONAL,2
101,STATIONERY & SCHOOL SUPPLIES,2
101,SUGARS/SWEETNERS,1
101,SYRUPS/TOPPINGS,2
101,TOMATOES,7
101,TOYS AND GAMES,5
101,TROPICAL FRUIT,5
101,TURKEY,4
101,VALUE ADDED FRUIT,1
101,VEGETABLES - ALL OTHERS,2
101,VEGETABLES - SHELF STABLE,34
101,WAREHOUSE SNACKS,5
101,WATER - CARBONATED/FLVRD DRINK,2
101,YOGURT,2
104,APPLES,20
104,AUDIO/VIDEO PRODUCTS,1
104,BABY FOODS,164
104,BABY HBC,1
104,BACON,8
104,BAG SNACKS,99
104,BAKED BREAD/BUNS/ROLLS,24
104,BAKED SWEET GOODS,36
104,BAKING MIXES,20
104,BAKING NEEDS,14
104,BATH,1
104,BATH TISSUES,1
104,BATTERIES,1
104,BEANS - CANNED GLASS & MW,20
104,BEEF,25
104,BEERS/ALES,3
104,BERRIES,16
104,BOOKSTORE,1
104,BREAD,1
104,BREAKFAST SAUSAGE/SANDWICHES,8
104,BREAKFAST SWEETS,5
104,BROCCOLI/CAULIFLOWER,6
104,BUTTER,4
104,CAKES,4
104,CANDY - CHECKLANE,42
104,CANDY - PACKAGED,27
104,CANNED JUICES,27
104,CARROTS,15
104,CHEESE,91
104,CHEESES,13
104,CHICKEN,9
104,CHRISTMAS  SEASONAL,1
104,CITRUS,30
104,COCOA MIXES,1
104,COFFEE,5
104,COLD AND FLU,2
104,COLD CEREAL,76
104,CONDIMENTS/SAUCES,20
104,CONVENIENT BRKFST/WHLSM SNACKS,59
104,COOKIES,3
104,COOKIES/CONES,32
104,COOKWARE & BAKEWARE,2
104,CORN,1
104,COUPON/MISC ITEMS,10
104,COUPONS/STORE & MFG,2
104,CRACKERS/MISC BKD FD,40
104,DELI MEATS,30
104,DEODORANTS,1
104,DIAPERS & DISPOSABLES,12
104,DINNER MXS:DRY,3
104,DINNER SAUSAGE,16
104,DISHWASH DETERGENTS,2
104,DISPOSIBLE FOILWARE,1
104,DOG FOODS,5
104,DOLLAR VALUE PRODUCTS,1
104,DRY BN/VEG/POTATO/RICE,13
104,DRY MIX DESSERTS,13
104,DRY NOODLES/PASTA,23
104,DRY SAUCES/GRAVY,5
104,EASTER,1
104,EGGS,22
104,FD WRAPS/BAGS/TRSH BG,4
104,FEMININE HYGIENE,1
104,FILM AND CAMERA PRODUCTS,3
104,FLOUR & MEALS,1
104,FLUID MILK PRODUCTS,64
104,FROZEN BREAD/DOUGH,11
104,FROZEN MEAT,27
104,FROZEN PIE/DESSERTS,9
104,FROZEN PIZZA,49
104,FRUIT - SHELF STABLE,21
104,FRZN BREAKFAST FOODS,41
104,FRZN ICE,1
104,FRZN JCE CONC/DRNKS,10
104,FRZN MEAT/MEAT DINNERS,13
104,FRZN NOVELTIES/WTR ICE,44
104,FRZN POTATOES,8
104,FRZN VEGETABLE/VEG DSH,1
104,GRAPES,15
104,GREETING CARDS/WRAP/PARTY SPLY,1
104,HAIR CARE ACCESSORIES,2
104,HAIR CARE PRODUCTS,4
104,HAND/BODY/FACIAL PRODUCTS,1
104,HARDWARE SUPPLIES,2
104,HEAT/SERVE,3
104,HERBS,3
104,HISPANIC,30
104,HOT CEREAL,2
104,HOT DOGS,4
104,HOUSEHOLD CLEANG NEEDS,5
104,ICE CREAM/MILK/SHERBTS,22
104,INFANT FORMULA,22
104,ISOTONIC DRINKS,67
104,KITCHEN GADGETS,4
104,LAUNDRY DETERGENTS,1
104,LUNCHMEAT,33
104,MAGAZINE,5
104,MARGARINES,6
104,MEAT - MISC,1
104,MEAT - SHELF STABLE,44
104,MELONS,11
104,MILK BY-PRODUCTS,18
104,MISC. DAIRY,11
104,MISCELLANEOUS,9
104,MOLASSES/SYRUP/PANCAKE MIXS,4
104,ONIONS,7
104,ORAL HYGIENE PRODUCTS,1
104,ORGANICS FRUIT & VEGETABLES,1
104,PAPER HOUSEWARES,10
104,PAPER TOWELS,2
104,PASTA SAUCE,14
104,PEPPERS-ALL,18
104,PERSONAL CARE APPLIANCES,1
104,PICKLE/RELISH/PKLD VEG,5
104,PLASTIC HOUSEWARES,1
104,PNT BTR/JELLY/JAMS,7
104,POPCORN,3
104,PORK,1
104,POTATOES,10
104,PWDR/CRYSTL DRNK MX,21
104,REFRGRATD DOUGH PRODUCTS,39
104,REFRGRATD JUICES/DRNKS,9
104,ROLLS,11
104,ROSES,1
104,SALAD MIX,20
104,SALADS/DIPS,1
104,SALD DRSNG/SNDWCH SPRD,17
104,SHORTENING/OIL,7
104,SMOKED MEATS,1
104,SNACK NUTS,5
104,SNACKS,2
104,SOAP - LIQUID & BAR,1
104,SOFT DRINKS,82
104,SOUP,23
104,SPICES & EXTRACTS,8
104,STONE FRUIT,4
104,SUGARS/SWEETNERS,5
104,TEAS,1
104,TOMATOES,11
104,TOYS AND GAMES,1
104,TROPICAL FRUIT,47
104,TURKEY,3
104,UNKNOWN,1
104,VALUE ADDED FRUIT,1
104,VALUE ADDED VEGETABLES,6
104,VEGETABLES - ALL OTHERS,26
104,VEGETABLES - SHELF STABLE,23
104,VITAMINS,2
104,WAREHOUSE SNACKS,12
104,WATER - CARBONATED/FLVRD DRINK,5
104,YOGURT,104
105,ANTACIDS,1
105,APPLES,3
105,BABY HBC,2
105,BACON,13
105,BAG SNACKS,70
105,BAKED BREAD/BUNS/ROLLS,56
105,BAKED SWEET GOODS,51
105,BAKING MIXES,92
105,BAKING NEEDS,6
105,BATH,1
105,BATH TISSUES,1
105,BEANS - CANNED GLASS & MW,21
105,BEEF,87
105,BERRIES,7
105,BEVERAGE,1
105,BREAD,10
105,BREAKFAST SAUSAGE/SANDWICHES,18
105,BREAKFAST SWEETS,9
105,BROCCOLI/CAULIFLOWER,2
105,CANDY - CHECKLANE,33
105,CANDY - PACKAGED,19
105,CANNED JUICES,25
105,CANNED MILK,2
105,CARROTS,15
105,CAT FOOD,5
105,CHEESE,38
105,CHICKEN,5
105,CIGARETTES,2
105,CITRUS,3
105,COCOA MIXES,1
105,COFFEE,4
105,COFFEE FILTERS,1
105,COLD AND FLU,1
105,COLD CEREAL,20
105,CONDIMENTS/SAUCES,7
105,CONVENIENT BRKFST/WHLSM SNACKS,22
105,COOKIES,2
105,COOKIES/CONES,27
105,CORN,4
105,COUPON/MISC ITEMS,1
105,CRACKERS/MISC BKD FD,33
105,DELI MEATS,38
105,DIETARY AID PRODUCTS,3
105,DINNER MXS:DRY,12
105,DINNER SAUSAGE,7
105,DISHWASH DETERGENTS,2
105,DOG FOODS,4
105,DRY BN/VEG/POTATO/RICE,22
105,DRY MIX DESSERTS,14
105,DRY NOODLES/PASTA,19
105,DRY SAUCES/GRAVY,9
105,EGGS,35
105,FD WRAPS/BAGS/TRSH BG,3
105,FIREWORKS,1
105,FLORAL-FRESH CUT,3
105,FLOUR & MEALS,1
105,FLUID MILK PRODUCTS,49
105,FROZEN - BOXED(GROCERY),2
105,FROZEN BREAD/DOUGH,3
105,FROZEN MEAT,23
